,year,continent,country,income,life_exp,population
11044,1971,asia,Northern Mariana Islands,,,13569
11045,1971,europe,Serbia and Montenegro,,,8756005
11046,1971,asia,South Yemen (former),,,1544337
11047,1971,americas,St. Barthélemy,,,2430
11048,1971,africa,St. Helena,,,4952
11049,1971,americas,St. Martin,,,21033
11050,1971,americas,St.-Pierre-et-Miquelon,,,5550
11051,1971,europe,Svalbard,,,2314
11052,1971,asia,Tokelau,,,1588
11053,1971,asia,United Korea (former),,,47247579
11054,1971,europe,Yugoslavia,,,20014589
11055,1970,americas,Peru,6719,55.36,13341069
11056,1970,americas,Honduras,2771,54.68,2716659
11057,1970,africa,Ethiopia,778,41.9,28415077
11058,1970,americas,Panama,6345,66.66,1519299
11059,1970,asia,Palau,27806,,11480
11060,1970,asia,Pakistan,1758,54.06,58090759
11061,1970,asia,Oman,19472,53.26,723852
11062,1970,africa,Comoros,1425,48.61,230054
11063,1970,asia,North Korea,1697,59.06,14410400
11064,1970,asia,New Zealand,19200,71.35,2818387
11065,1970,europe,Netherlands,19800,73.57,13001943
11066,1970,asia,Palestine,1404,57.97,1124649
11067,1970,asia,Nauru,57091,,6496
11068,1970,europe,United Kingdom,16933,71.89,55634935
11069,1970,africa,Mozambique,703,43.97,9161534
11070,1970,asia,Uzbekistan,3321,63.54,12110028
11071,1970,americas,Puerto Rico,15220,71.35,2709841
11072,1970,asia,American Samoa,,,27292
11073,1970,africa,Niger,1376,38.24,4510479
11074,1970,asia,"Micronesia, Fed. Sts.",1738,60.48,61431
11075,1970,africa,Chad,1338,45.72,3643549
11076,1970,africa,Mauritania,2964,49.77,1148908
11077,1970,asia,Afghanistan,1174,37.2,11126123
11078,1970,asia,Myanmar,1438,50.31,26381431
11079,1970,americas,Paraguay,3487,69.2,2474106
11080,1970,asia,Marshall Islands,2172,,20395
11081,1970,asia,Guam,,66.06,83877
11082,1970,africa,Mali,844,34.51,5949045
11083,1970,africa,Botswana,1567,54.3,695597
11084,1970,europe,Belarus,5461,71.94,8977639
11085,1970,asia,Maldives,1404,47.37,115768
11086,1970,americas,Ecuador,5723,59.21,6072527
11087,1970,asia,Malaysia,4051,65.08,10803978
11088,1970,americas,Haiti,1970,47.1,4708642
11089,1970,asia,Philippines,3132,62.26,35804729
11090,1970,africa,Malawi,489,41.62,4603723
11091,1970,europe,"Macedonia, FYR",6221,66.63,1720800
11092,1970,asia,"Macao, China",14945,69.2,246195
11093,1970,europe,Lithuania,13539,71.16,3136580
11094,1970,americas,Martinique,,65.99,325011
11095,1970,africa,Guinea-Bissau,1756,45.5,711827
11096,1970,americas,Bahamas,21210,64.61,169354
11097,1970,europe,Greenland,9961,65.19,46074
11098,1970,asia,Lebanon,11978,65.52,2297389
11099,1970,americas,Cayman Islands,24381,,9144
11100,1970,asia,Lao,1346,44.66,2688428
11101,1970,asia,Taiwan,5144,68.67,14598000
11102,1970,americas,Antigua and Barbuda,5807,67.19,67098
11103,1970,americas,St.-Pierre-et-Miquelon,,,5459
11104,1970,asia,United Korea (former),,,46152902
11105,1970,europe,Czech Republic,15038,69.72,9817817
11106,1970,asia,Kuwait,54023,68.93,746767
11107,1970,asia,Kiribati,3136,49.82,51178
11108,1970,asia,Timor-Leste,706,45.56,605125
11109,1970,africa,Kenya,1948,53.83,11252492
11110,1970,asia,Kazakhstan,11864,63.27,13109996
11111,1970,americas,Jamaica,7880,70.72,1875381
11112,1970,americas,Costa Rica,5723,67.34,1848866
11113,1970,europe,Croatia,11777,68.54,4423072
11114,1970,europe,Armenia,3533,71.47,2525065
11115,1970,europe,Italy,16450,71.62,53578683
11116,1970,africa,Algeria,7227,52.41,14550034
11117,1970,asia,Iraq,7555,56.61,9917983
11118,1970,asia,Iran,10467,52.43,28514010
11119,1970,europe,Ireland,11551,71.68,2949998
11120,1970,asia,Indonesia,2082,52.71,114834780
11121,1970,asia,"Hong Kong, China",8596,71.89,3873112
11122,1970,europe,Jersey,,,69002
11123,1970,europe,East Germany,,,17078248
11124,1970,americas,Guyana,3905,60.75,704934
11125,1970,americas,Nicaragua,6031,59.18,2398096
11126,1970,europe,USSR,,,242478113
11127,1970,africa,Guinea,966,37.89,4219770
11128,1970,africa,Nigeria,3483,41.79,55981400
11129,1970,africa,Sierra Leone,1650,43.15,2692259
11130,1970,europe,Malta,4631,71.6,320086
11131,1970,americas,Grenada,2658,64.62,94426
11132,1970,asia,Brunei,74132,67.38,129583
11133,1970,africa,Morocco,2411,54.34,16000008
11134,1970,africa,Cameroon,2169,48.97,6527635
11135,1970,europe,Iceland,14937,74,204426
11136,1970,europe,Bulgaria,7971,71.32,8507476
11137,1970,europe,Monaco,26378,,23484
11138,1970,americas,Brazil,5930,59.73,95326793
11139,1970,asia,French Polynesia,,60.18,110495
11140,1970,africa,Burkina Faso,790,40.27,5624600
11141,1970,asia,Cambodia,1643,43.28,6994848
11142,1970,africa,Sudan,2022,54.26,10281700
11143,1970,europe,Norway,22186,74.19,3876060
11144,1970,europe,Sweden,22054,74.66,8054916
11145,1970,africa,Lesotho,742,49.67,1033050
11146,1970,asia,Papua New Guinea,1774,46.27,2527586
11147,1970,africa,Equatorial Guinea,1193,41.17,306515
11148,1970,asia,Thailand,2323,59.86,36884913
11149,1970,americas,Bermuda,31940,,52286
11150,1970,europe,Guernsey,,,53287
11151,1970,africa,Djibouti,4357,51.75,159659
11152,1970,americas,Belize,2509,65.72,122182
11153,1970,americas,Canada,19842,72.58,21452737
11154,1970,africa,Burundi,782,42.76,3455606
11155,1970,asia,India,1170,48.65,553578513
11156,1970,americas,El Salvador,4810,57.57,3668595
11157,1970,europe,San Marino,23203,,19138
11158,1970,africa,Gabon,4656,45.55,590118
11159,1970,africa,Angola,5397,41.5,6776381
11160,1970,africa,Mauritius,3023,63.14,826441
11161,1970,europe,Bosnia and Herzegovina,2500,69.49,3760527
11162,1970,americas,St. Lucia,3238,62.47,104160
11163,1970,africa,Zimbabwe,2521,57.22,5175618
11164,1970,europe,Andorra,33216,,24276
11165,1970,africa,Reunion,,63.06,462025
11166,1970,asia,Kyrgyz Republic,3377,60.3,2969864
11167,1970,europe,Greece,12366,71.2,8659795
11168,1970,asia,Syria,2582,59.31,6350541
11169,1970,americas,Guatemala,4606,53.5,5621792
11170,1970,europe,Albania,3712,67.83,2150598
11171,1970,asia,Jordan,4478,61.15,1718913
11172,1970,asia,Wallis et Futuna,,,8842
11173,1970,americas,Argentina,9951,67.01,23973058
11174,1970,europe,Denmark,21990,73.49,4931241
11175,1970,asia,Israel,11062,70.96,2849622
11176,1970,asia,Vanuatu,1678,51.67,85389
11177,1970,europe,Hungary,12917,69.29,10366340
11178,1970,europe,Belgium,18903,70.89,9632180
11179,1970,africa,Togo,1878,47.72,2115522
11180,1970,europe,Azerbaijan,7285,65.48,5180025
11181,1970,europe,Ukraine,7850,70.59,47086761
11182,1970,asia,Bangladesh,1226,46.31,65047770
11183,1970,europe,Austria,17865,70.07,7516239
11184,1970,asia,Mongolia,1695,56.58,1278825
11185,1970,africa,Namibia,5981,52.81,780384
11186,1970,asia,Samoa,3748,57.33,143176
11187,1970,asia,Bahrain,31232,63.1,212605
11188,1970,asia,Qatar,158673,67.91,109514
11189,1970,africa,Somalia,1083,42.99,3444553
11190,1970,europe,Moldova,5212,65.39,3594518
11191,1970,americas,Colombia,4325,62.83,22061215
11192,1970,africa,Eritrea,1037,43.02,1811878
11193,1970,europe,Spain,12233,72.19,33980276
11194,1970,africa,Benin,1205,43.93,2912340
11195,1970,europe,Estonia,9721,70.51,1360202
11196,1970,africa,Liberia,1486,40.1,1416529
11197,1970,europe,Åland,,,20666
11198,1970,americas,Mexico,8757,61.77,52029861
11199,1970,asia,New Caledonia,,62.42,105324
11200,1970,asia,China,848,61,824788457
11201,1970,europe,Luxembourg,29363,69.47,339668
11202,1970,americas,Dominica,2686,,71073
11203,1970,europe,Portugal,10175,67.14,8701855
11204,1970,africa,"Congo, Dem. Rep.",2094,48.13,20009935
11205,1970,asia,Bhutan,1067,42.31,298301
11206,1970,americas,Barbados,9013,66.31,238848
11207,1970,americas,Chile,7382,61.74,9563865
11208,1970,europe,Slovak Republic,10978,69.84,4538841
11209,1970,asia,Cook Is,,,21405
11210,1970,americas,Aruba,6382,69.14,59063
11211,1970,americas,Cuba,8918,69.84,8715123
11212,1970,africa,"Congo, Rep.",3348,52.85,1364812
11213,1970,asia,Nepal,1036,44.43,11997929
11214,1970,europe,Finland,16245,70.4,4612366
11215,1970,africa,Cote d'Ivoire,3798,45.38,5242395
11216,1970,africa,Madagascar,2509,47.77,6576305
11217,1970,europe,Cyprus,8344,72.73,613621
11218,1970,africa,Libya,67491,59.01,2133526
11219,1970,africa,Central African Republic,1358,43.36,1828709
11220,1970,africa,South Africa,10394,52.77,22839451
11221,1970,africa,Mayotte,,62.36,36969
11222,1970,asia,Pitcairn,,,90
11223,1970,africa,Cape Verde,942,53.78,270198
11224,1970,americas,Dominican Republic,3234,60.83,4503114
11225,1970,africa,Egypt,3055,52.54,35046273
11226,1970,americas,Bolivia,3678,47.44,4505778
11227,1970,asia,Fiji,4384,59.61,520529
11228,1970,europe,Romania,9602,68.41,20548911
11229,1970,europe,Montenegro,10228,69.94,519696
11230,1970,africa,Ghana,2455,50.08,8596983
11231,1970,africa,Sao Tome and Principe,2196,56.81,74253
11232,1970,europe,France,18185,72.29,50843829
11233,1970,africa,Gambia,1478,43.31,447285
11234,1970,americas,Montserrat,,,11625
11235,1970,europe,Georgia,5212,67.24,4713322
11236,1970,americas,Netherlands Antilles,,69.22,159179
11237,1970,asia,Japan,14203,72.05,104925645
11238,1970,europe,Germany,21218,70.72,78572984
11239,1970,asia,Australia,19719,70.78,12842907
11240,1970,europe,Latvia,7706,70.31,2378017
11241,1970,europe,Poland,8705,69.96,32635557
11242,1970,europe,Russia,14915,68.76,130123431
11243,1970,africa,Rwanda,691,45.58,3754541
11244,1970,americas,Virgin Islands (U.S.),,67.71,64726
11245,1970,asia,Saudi Arabia,39979,55.65,5836389
11246,1970,africa,Senegal,2041,39.59,4257505
11247,1970,asia,Tajikistan,4703,61.55,2930079
11248,1970,europe,Serbia,10197,68.34,8119860
11249,1970,africa,Seychelles,6536,64.62,52365
11250,1970,europe,Slovenia,12524,69.32,1669581
11251,1970,europe,Holy See,,,644
11252,1970,asia,Singapore,10336,67.4,2072290
11253,1970,asia,Solomon Islands,1215,56.31,160290
11254,1970,asia,South Korea,2142,61.22,32209314
11255,1970,africa,South Sudan,2233,40.21,3647709
11256,1970,asia,Sri Lanka,2044,64.69,12485756
11257,1970,americas,St. Kitts and Nevis,4287,,44885
11258,1970,americas,St. Vincent and the Grenadines,3059,64.84,90452
11259,1970,americas,Suriname,8786,64.66,371273
11260,1970,africa,Zambia,3888,53.88,4173928
11261,1970,africa,Swaziland,3971,48.79,445729
11262,1970,americas,Turks and Caicos Islands,2885,,5633
11263,1970,europe,Switzerland,36582,73.18,6169358
11264,1970,americas,British Virgin Islands,,,9803
11265,1970,africa,Tanzania,1391,49.53,13605529
11266,1970,asia,Vietnam,1053,58.78,43407287
11267,1970,asia,Tonga,1718,64.58,84369
11268,1970,americas,Trinidad and Tobago,11495,65.73,945993
11269,1970,asia,North Yemen (former),,,4879841
11270,1970,africa,Tunisia,2990,52.94,5060397
11271,1970,europe,Turkey,6740,54.59,34876267
11272,1970,asia,Turkmenistan,10045,59.15,2195173
11273,1970,asia,Tuvalu,1724,,7303
11274,1970,africa,Uganda,1079,50.74,9446064
11275,1970,asia,United Arab Emirates,42822,61.08,235499
11276,1970,americas,United States,23908,70.92,209588150
11277,1970,europe,Yugoslavia,,,19839733
11278,1970,americas,Uruguay,7934,68.88,2809803
11279,1970,americas,Venezuela,15390,65.8,11587761
11280,1970,asia,Yemen,1849,41.55,6193810
11281,1970,asia,Tokelau,,,1621
11282,1970,europe,Channel Islands,,71.82,121197
11283,1970,americas,French Guiana,,65.34,47930
11284,1970,americas,Guadeloupe,,64.98,319334
11285,1970,africa,Western Sahara,,42.07,76874
11286,1970,europe,Akrotiri and Dhekelia,,,12272
11287,1970,americas,Anguilla,,,6403
11288,1970,asia,Christmas Island,,,1072
11289,1970,asia,Cocos Island,,,424
11290,1970,europe,Czechoslovakia,,,14319099
11291,1970,africa,Eritrea and Ethiopia,,,31628964
11292,1970,europe,Faeroe Islands,,,39083
11293,1970,americas,Falkland Is (Malvinas),,,2001
11294,1970,europe,Gibraltar,,,28560
11295,1970,europe,Isle of Man,,,55425
11296,1970,europe,Kosovo,,,1459678
11297,1970,europe,Liechtenstein,,,21265
11298,1970,asia,Niue,,,5135
11299,1970,asia,Norfolk Island,,,1791
11300,1970,asia,Northern Mariana Islands,,,13127
11301,1970,europe,Serbia and Montenegro,,,8681198
11302,1970,europe,Serbia excluding Kosovo,,,6899922
11303,1970,asia,South Yemen (former),,,1510883
11304,1970,americas,St. Barthélemy,,,2410
11305,1970,africa,St. Helena,,,4884
11306,1970,americas,St. Martin,,,20844
11307,1970,europe,Svalbard,,,2263
11308,1970,europe,West Germany,,,60261616
11309,1969,americas,Peru,6425,54.52,12982449
11310,1969,americas,Paraguay,3375,68.9,2412566
11311,1969,americas,Honduras,2781,54,2637517
11312,1969,americas,Panama,6153,66.15,1476479
11313,1969,americas,Suriname,8586,64.28,366848
11314,1969,asia,Oman,19335,52.43,700725
11315,1969,asia,North Korea,1643,58.1,14010339
11316,1969,africa,Mali,813,33.77,5861412
11317,1969,africa,Nigeria,2988,31.63,54716735
11318,1969,americas,United States,24147,70.66,207733004
11319,1969,europe,Estonia,9109,70.4,1346818
11320,1969,africa,Lesotho,741,49.43,1012015
11321,1969,americas,Nicaragua,6173,58.33,2326139
11322,1969,asia,New Zealand,19745,71.57,2774367
11323,1969,asia,Palestine,1320,57.22,1124752
11324,1969,europe,Netherlands,18892,73.51,12855007
11325,1969,asia,Nauru,50241,,6371
11326,1969,africa,Mozambique,682,43.37,8954809
11327,1969,asia,South Yemen (former),,,1500774
11328,1969,africa,Morocco,2338,53.91,15651924
11329,1969,europe,"Macedonia, FYR",5978,66.14,1698143
11330,1969,africa,Niger,1362,38.05,4385758
11331,1969,europe,Norway,21845,73.78,3846184
11332,1969,europe,Montenegro,9816,69.36,520647
11333,1969,asia,Mongolia,1637,56.02,1242214
11334,1969,africa,Mauritius,3080,63.05,812946
11335,1969,europe,East Germany,,,17141463
11336,1969,europe,Malta,4121,71.29,320414
11337,1969,americas,French Guiana,,64.97,46153
11338,1969,asia,Philippines,3104,61.94,34787588
11339,1969,asia,Malaysia,3902,64.63,10549226
11340,1969,africa,Burundi,627,42.65,3391753
11341,1969,americas,Costa Rica,5518,66.84,1798311
11342,1969,asia,Nepal,1031,43.97,11761473
11343,1969,europe,Luxembourg,29081,69.73,337567
11344,1969,africa,Libya,66299,57.88,2043818
11345,1969,americas,Cayman Islands,23325,,8827
11346,1969,asia,Lao,1334,44.41,2620434
11347,1969,americas,Antigua and Barbuda,5666,66.81,65910
11348,1969,asia,Kyrgyz Republic,3312,59.95,2895544
11349,1969,africa,Zimbabwe,2121,56.83,5009514
11350,1969,asia,Kuwait,48781,68.38,691129
11351,1969,africa,Mauritania,2717,49.27,1115788
11352,1969,africa,Kenya,2124,53.19,10867716
11353,1969,asia,Kazakhstan,11115,62.92,12897413
11354,1969,europe,Italy,15735,70.87,53212820
11355,1969,europe,Ireland,11331,71.62,2921259
11356,1969,africa,Djibouti,3668,50.99,149887
11357,1969,americas,Puerto Rico,14000,71.03,2680218
11358,1969,asia,Iran,9709,51.67,27765243
11359,1969,europe,Monaco,25262,,23346
11360,1969,africa,Burkina Faso,799,39.78,5528174
11361,1969,asia,Indonesia,1920,52,111800091
11362,1969,americas,Virgin Islands (U.S.),,67.29,61321
11363,1969,europe,Hungary,12973,69.45,10329555
11364,1969,europe,Iceland,13983,73.9,201974
11365,1969,asia,Cocos Island,,,419
11366,1969,asia,"Hong Kong, China",8065,71.53,3802096
11367,1969,americas,Martinique,,65.46,323319
11368,1969,africa,Guinea-Bissau,1708,45.29,698338
11369,1969,europe,USSR,,,240252699
11370,1969,americas,Guatemala,4441,52.72,5465512
11371,1969,asia,Sri Lanka,1993,64.21,12214968
11372,1969,asia,"Micronesia, Fed. Sts.",1704,60.1,60170
11373,1969,americas,Grenada,2597,64.27,94682
11374,1969,asia,Papua New Guinea,1636,45.53,2464548
11375,1969,europe,Latvia,7222,70.29,2357395
11376,1969,africa,Seychelles,6242,64.18,51128
11377,1969,americas,Trinidad and Tobago,10988,65.6,937848
11378,1969,europe,Denmark,21701,73.36,4899291
11379,1969,asia,Fiji,3971,59.26,509658
11380,1969,africa,Guinea,950,37.61,4164003
11381,1969,africa,Botswana,1455,53.73,673640
11382,1969,asia,Cook Is,,,21090
11383,1969,africa,Comoros,1425,48.09,225325
11384,1969,europe,Bulgaria,7592,70.48,8454501
11385,1969,americas,Brazil,5550,59.31,92935072
11386,1969,asia,Lebanon,11422,65.27,2250602
11387,1969,europe,Azerbaijan,6819,65.14,5071930
11388,1969,europe,Bosnia and Herzegovina,2431,68.82,3717466
11389,1969,americas,Canada,19614,72.39,21102230
11390,1969,americas,Belize,2435,65.21,119261
11391,1969,americas,St. Vincent and the Grenadines,2795,64.46,89516
11392,1969,americas,Jamaica,7132,70.36,1849414
11393,1969,europe,Albania,3587,67.55,2099653
11394,1969,asia,China,732,59.38,803577221
11395,1969,asia,Brunei,72988,66.97,123653
11396,1969,asia,Bangladesh,1195,47.09,63417394
11397,1969,africa,Cameroon,2146,48.37,6364569
11398,1969,africa,Ghana,2240,49.78,8397347
11399,1969,europe,Slovak Republic,10790,69.91,4506157
11400,1969,americas,Bermuda,30559,,51720
11401,1969,africa,Namibia,6112,52.26,758377
11402,1969,europe,Greenland,9432,64.82,44699
11403,1969,americas,Dominican Republic,3004,60.16,4376054
11404,1969,africa,Sudan,2167,53.82,9954410
11405,1969,africa,Cape Verde,936,53,264909
11406,1969,europe,Belarus,5120,72.47,8899691
11407,1969,asia,Maldives,1372,46.44,112651
11408,1969,americas,Bolivia,3581,47.05,4413590
11409,1969,americas,Guyana,3788,60.59,695745
11410,1969,asia,Norfolk Island,,,1785
11411,1969,asia,India,1141,47.93,541505076
11412,1969,americas,Venezuela,14753,65.3,11235491
11413,1969,europe,Finland,15058,69.7,4601033
11414,1969,americas,Turks and Caicos Islands,2827,,5571
11415,1969,americas,Netherlands Antilles,,68.81,156998
11416,1969,asia,Kiribati,3047,49.42,50294
11417,1969,europe,Croatia,11324,68.22,4406607
11418,1969,europe,Armenia,3313,71.1,2462925
11419,1969,europe,Guernsey,,,52697
11420,1969,europe,Andorra,30726,,23058
11421,1969,europe,Lithuania,12679,71.3,3103511
11422,1969,africa,Malawi,494,41.16,4484439
11423,1969,europe,Spain,11650,71.21,33614194
11424,1969,americas,El Salvador,4863,57.24,3572707
11425,1969,asia,Israel,10562,70.78,2775162
11426,1969,africa,Benin,1210,43.31,2850661
11427,1969,africa,Sao Tome and Principe,2115,56.19,72241
11428,1969,europe,Serbia,9837,67.94,8056665
11429,1969,europe,San Marino,22032,,18895
11430,1969,africa,Central African Republic,1332,42.57,1792220
11431,1969,asia,Marshall Islands,2123,,19622
11432,1969,asia,Vanuatu,1656,51.12,82940
11433,1969,europe,West Germany,,,59700759
11434,1969,americas,Aruba,6227,68.78,58726
11435,1969,asia,Japan,10548,71.96,103491930
11436,1969,europe,Belgium,17868,70.63,9599651
11437,1969,asia,French Polynesia,,59.83,106857
11438,1969,africa,Algeria,6747,51.95,14144438
11439,1969,americas,St. Kitts and Nevis,4237,,45534
11440,1969,americas,Mexico,8441,61.32,50423481
11441,1969,africa,Angola,5158,40.95,6642632
11442,1969,asia,Cambodia,1660,44.03,6879184
11443,1969,europe,Russia,13972,68.65,129472835
11444,1969,asia,Bahrain,29943,62.22,206043
11445,1969,asia,Australia,18949,71.11,12568300
11446,1969,europe,Moldova,4887,65.23,3544638
11447,1969,europe,Austria,16743,70.02,7479346
11448,1969,africa,Egypt,2614,52.25,34216826
11449,1969,africa,Chad,1341,45.12,3568376
11450,1969,americas,Barbados,8261,65.91,237913
11451,1969,asia,"Macao, China",13947,68.83,240842
11452,1969,africa,Equatorial Guinea,1242,40.82,306233
11453,1969,asia,Iraq,7846,55.96,9585576
11454,1969,americas,Chile,7364,61.17,9378243
11455,1969,europe,Cyprus,8017,72.47,606113
11456,1969,asia,New Caledonia,,61.89,101620
11457,1969,americas,Dominica,2657,,70213
11458,1969,asia,Pakistan,1636,53.52,56542434
11459,1969,europe,Greece,11466,70.88,8610472
11460,1969,asia,Palau,26296,,11331
11461,1969,asia,Jordan,5182,60.42,1615277
11462,1969,africa,"Congo, Dem. Rep.",2160,47.63,19458904
11463,1969,africa,Liberia,1446,39.49,1380637
11464,1969,europe,France,17339,71.4,50466394
11465,1969,asia,Pitcairn,,,92
11466,1969,asia,Bhutan,1055,41.45,288774
11467,1969,africa,Sierra Leone,1630,42.08,2642608
11468,1969,africa,"Congo, Rep.",3057,52.54,1325147
11469,1969,americas,Colombia,4162,62.43,21490945
11470,1969,asia,Afghanistan,1178,36.69,10854428
11471,1969,americas,Haiti,1922,46.73,4622208
11472,1969,africa,Cote d'Ivoire,3645,44.53,5027971
11473,1969,europe,Germany,20409,70.48,78254626
11474,1969,africa,Madagascar,2436,47.18,6401921
11475,1969,americas,Cuba,9377,69.32,8563193
11476,1969,asia,United Korea (former),,,44998771
11477,1969,europe,Czech Republic,14774,69.62,9805458
11478,1969,africa,South Africa,10156,52.41,22219897
11479,1969,americas,Argentina,9610,66.72,23605987
11480,1969,americas,Ecuador,5501,58.76,5899845
11481,1969,asia,Myanmar,1401,49.78,25748643
11482,1969,africa,Eritrea,1080,42.56,1764343
11483,1969,americas,Bahamas,23154,64.39,164248
11484,1969,africa,Ethiopia,810,41.65,27654161
11485,1969,americas,St. Martin,,,20657
11486,1969,europe,Georgia,4685,66.93,4658000
11487,1969,africa,Gabon,3836,44.74,578108
11488,1969,africa,Gambia,1691,42.3,435798
11489,1969,europe,Poland,8331,69.83,32389546
11490,1969,europe,Portugal,9269,66.49,8700023
11491,1969,asia,Qatar,125963,67.29,100874
11492,1969,africa,Somalia,1019,42.54,3387632
11493,1969,europe,Romania,9492,68.16,20305310
11494,1969,africa,Rwanda,642,45.44,3640591
11495,1969,asia,Samoa,3706,56.75,140518
11496,1969,africa,Mayotte,,61.73,35554
11497,1969,asia,Saudi Arabia,34527,54.55,5599628
11498,1969,africa,Senegal,1934,39.17,4132844
11499,1969,asia,Niue,,,5218
11500,1969,americas,British Virgin Islands,,,9621
11501,1969,asia,Wallis et Futuna,,,8915
11502,1969,europe,Akrotiri and Dhekelia,,,12186
11503,1969,asia,Singapore,9207,67.09,2034528
11504,1969,europe,Slovenia,12039,69.23,1659554
11505,1969,asia,Solomon Islands,1195,55.74,154875
11506,1969,asia,South Korea,1998,60.35,31557578
11507,1969,africa,South Sudan,2388,39.68,3564465
11508,1969,americas,St. Lucia,3106,61.94,102749
11509,1969,asia,Tuvalu,1708,,7214
11510,1969,europe,Kosovo,,,1448642
11511,1969,africa,Zambia,3891,53.25,4038923
11512,1969,africa,Swaziland,3142,48.21,433588
11513,1969,europe,Sweden,21168,74.11,8003185
11514,1969,europe,Holy See,,,669
11515,1969,europe,Switzerland,34719,72.76,6114722
11516,1969,asia,Syria,3009,58.57,6139048
11517,1969,asia,Taiwan,4772,68.62,14282000
11518,1969,asia,Tajikistan,4413,61.17,2840228
11519,1969,africa,Tanzania,1349,49.07,13186557
11520,1969,asia,Thailand,2246,59.39,35826804
11521,1969,asia,Timor-Leste,705,44.86,591739
11522,1969,africa,Togo,1969,47.07,2034907
11523,1969,asia,Tonga,1699,64.26,82877
11524,1969,americas,Guadeloupe,,64.46,316346
11525,1969,africa,Tunisia,2876,51.74,4950153
11526,1969,europe,Turkey,6470,53.91,34055361
11527,1969,asia,Turkmenistan,9406,58.8,2132799
11528,1969,africa,Uganda,1092,50.43,9162833
11529,1969,europe,Ukraine,7355,70.7,46746669
11530,1969,asia,United Arab Emirates,35623,60.33,203820
11531,1969,americas,Anguilla,,,6346
11532,1969,europe,United Kingdom,16616,71.64,55429643
11533,1969,americas,Uruguay,7668,68.84,2795046
11534,1969,asia,Uzbekistan,3111,63.2,11723846
11535,1969,asia,Vietnam,1059,59.63,42309665
11536,1969,asia,Yemen,1563,40.71,6083619
11537,1969,asia,Tokelau,,,1675
11538,1969,europe,Channel Islands,,71.73,119972
11539,1969,asia,Guam,,65.63,82040
11540,1969,africa,Reunion,,62.41,450740
11541,1969,africa,Western Sahara,,41.67,74337
11542,1969,asia,North Yemen (former),,,4847190
11543,1969,europe,Åland,,,20697
11544,1969,asia,American Samoa,,,26614
11545,1969,asia,Christmas Island,,,1042
11546,1969,europe,Czechoslovakia,,,14284202
11547,1969,africa,Eritrea and Ethiopia,,,30969390
11548,1969,europe,Faeroe Islands,,,38646
11549,1969,americas,Falkland Is (Malvinas),,,2008
11550,1969,europe,Gibraltar,,,28159
11551,1969,europe,Isle of Man,,,54376
11552,1969,europe,Jersey,,,68545
11553,1969,europe,Liechtenstein,,,20765
11554,1969,americas,Montserrat,,,11649
11555,1969,asia,Northern Mariana Islands,,,12691
11556,1969,europe,Serbia and Montenegro,,,8614981
11557,1969,europe,Serbia excluding Kosovo,,,6847754
11558,1969,americas,St. Barthélemy,,,2390
11559,1969,africa,St. Helena,,,4814
11560,1969,americas,St.-Pierre-et-Miquelon,,,5373
11561,1969,europe,Svalbard,,,2213
11562,1969,europe,Yugoslavia,,,19704952
11563,1968,asia,Philippines,3051,61.6,33797042
11564,1968,africa,Rwanda,596,45.27,3527263
11565,1968,americas,Peru,6459,53.74,12629329
11566,1968,europe,Yugoslavia,,,19552190
11567,1968,americas,Honduras,2864,53.34,2560727
11568,1968,americas,Panama,5873,65.65,1434657
11569,1968,asia,Palestine,1202,56.45,1141048
11570,1968,asia,Oman,15768,51.62,679597
11571,1968,asia,Lebanon,11391,65.01,2210959
11572,1968,americas,United States,23647,70.42,205880418
11573,1968,africa,Seychelles,6410,63.78,49988
11574,1968,americas,Nicaragua,5981,57.47,2256782
11575,1968,europe,United Kingdom,16357,71.68,55194456
11576,1968,europe,Netherlands,17827,73.6,12706787
11577,1968,africa,Namibia,6060,51.71,737886
11578,1968,asia,Myanmar,1369,49.11,25128116
11579,1968,africa,Mozambique,623,42.78,8756481
11580,1968,asia,South Yemen (former),,,1490732
11581,1968,africa,Burkina Faso,794,39.3,5434041
11582,1968,africa,Morocco,2267,53.46,15302947
11583,1968,asia,Uzbekistan,3096,62.83,11323095
11584,1968,europe,"Macedonia, FYR",5417,65.62,1672399
11585,1968,africa,St. Helena,,,4755
11586,1968,asia,Cambodia,1678,44.13,6778723
11587,1968,europe,Monaco,24194,,23304
11588,1968,europe,Switzerland,33324,72.75,6056361
11589,1968,africa,Mauritius,2973,62.97,799136
11590,1968,africa,Mauritania,2791,48.78,1083583
11591,1968,europe,East Germany,,,17204911
11592,1968,asia,North Korea,1673,57.07,13609982
11593,1968,americas,French Guiana,,64.46,44310
11594,1968,europe,Malta,3885,70.98,320979
11595,1968,asia,Maldives,1341,45.48,109959
11596,1968,asia,Nepal,1007,43.51,11534264
11597,1968,europe,Belarus,5099,72.88,8817942
11598,1968,asia,Malaysia,3774,64.17,10297801
11599,1968,americas,Dominican Republic,2784,59.47,4250025
11600,1968,americas,Virgin Islands (U.S.),,66.87,58478
11601,1968,asia,Bhutan,1043,40.66,279515
11602,1968,americas,Costa Rica,5324,66.35,1746869
11603,1968,americas,Netherlands Antilles,,68.41,154502
11604,1968,europe,Luxembourg,26273,70.17,335834
11605,1968,asia,Japan,9439,71.73,102120482
11606,1968,americas,Martinique,,64.93,321178
