LIMIT_BAL_US,SEX,EDUCATION,MARRIAGE,AGE,PAY_SCORE_AVG,BILL_AVG_US,PAY_AMT_AVG_US,PAY_TO_BILL,CREDIT_UTILIZATION,DEFAULT_PAYMENT_NEXT_MO
13062.85714,2,1,2,29,0.00,979.1579048,68.27157143,0.07,0.07120277778,1
7620,2,2,1,34,-1.00,121.7567143,116.2291905,0.95,0.0162,0
11611.42857,2,1,2,28,-0.83,46.79042857,49.63280952,1.06,0,1
725.7142857,2,3,1,50,0.33,349.298381,39.32161905,0.11,0.4306,0
6531.428571,2,2,1,27,0.67,5000.407286,118.1341905,0.02,1.038305556,1
17780,1,2,1,50,0.00,7854.006571,350.7619048,0.04,0.4201489796,0
1088.571429,2,2,2,22,0.33,1009.692333,49.59047619,0.05,0.8512,0
10522.85714,2,1,1,34,-0.83,11.60538095,44.15366667,3.80,0.0003827586207,0
12337.14286,2,2,1,46,-2.00,0,0,1.00,0,0
1451.428571,2,2,1,43,-1.00,32.91719048,37.39242857,1.14,0.0055,0
1814.285714,1,2,2,23,-2.00,308.8398095,363.3409524,1.18,-0.00058,0
1088.571429,1,2,2,30,1.00,750.3280952,89.3777619,0.12,0.7108666667,1
2177.142857,2,1,2,34,-0.33,21.02757143,15.26419048,0.73,0.008216666667,0
6531.428571,1,5,2,29,-1.33,1008.295333,87.81142857,0.09,0.5124722222,0
5805.714286,1,3,1,57,-1.00,14.15142857,14.15142857,1.00,0.0024375,0
6168.571429,1,1,1,33,0.33,2428.463762,965.5930952,0.40,0.05305882353,0
1814.285714,1,2,1,42,0.33,741.3897143,156.9659524,0.21,0.25328,0
1814.285714,1,2,1,45,0.33,379.9719048,28.69595238,0.08,0.17116,0
13062.85714,2,1,1,32,-2.00,0,0,1.00,0,0
5805.714286,2,2,1,35,2.00,4946.958429,197.4668571,0.04,0.8194,1
9434.285714,2,1,2,39,0.00,3434.188857,654.7817619,0.19,0.4146192308,0
12700,2,1,2,31,0.67,4904.782333,3235.47619,0.66,0.05726285714,0
1088.571429,2,2,2,26,0.33,966.3550952,56.896,0.06,0.9125333333,0
6531.428571,2,2,2,27,0.83,646.176,28.36333333,0.04,0.09559444444,0
8345.714286,2,1,2,30,-1.00,27.9097619,22.24919048,0.80,0.0053,0
1814.285714,2,1,2,29,-1.50,0,0,1.00,0,0
13425.71429,1,2,1,38,0.33,12495.60862,485.1218571,0.04,1.016254054,1
1088.571429,1,2,1,42,0.33,1055.85381,65.41104762,0.06,0.8105666667,0
10160,1,1,2,31,0.33,65.44128571,47.51614286,0.73,0,0
7620,2,2,2,53,-1.00,14.15142857,14.15142857,1.00,0.001857142857,1
5442.857143,2,1,1,49,0.50,15.76614286,26.74257143,1.70,0.002773333333,0
6168.571429,2,1,2,30,-0.50,406.273,227.662619,0.56,0.04943529412,0
2902.857143,1,2,2,28,0.00,2786.815429,113.362619,0.04,0.9154125,0
1088.571429,2,2,1,29,1.83,636.602619,32.05238095,0.05,0.5536333333,1
1814.285714,1,2,2,38,0.00,1835.355619,72.56538095,0.04,1.02094,0
5080,2,2,2,24,0.00,1145.999619,292.6382381,0.26,0.2748785714,0
1088.571429,2,1,1,22,0.67,942.5395714,35.74142857,0.04,0.8835,0
1814.285714,1,2,1,45,0.00,1028.482286,281.7827619,0.27,0.85228,0
725.7142857,1,1,2,24,-1.17,11.79285714,9.434285714,0.80,0.0195,0
6531.428571,1,1,1,37,-0.33,421.0473333,33.26190476,0.08,0.08493333333,0
1088.571429,1,2,2,46,-0.33,591.7292857,21.16666667,0.04,0.8264666667,0
7620,1,2,2,26,0.00,3392.309095,281.2142857,0.08,0.4384904762,0
1088.571429,1,2,2,35,0.00,547.4365238,54.62209524,0.10,0.6726666667,0
1814.285714,2,2,2,31,0.00,734.0902381,42.93809524,0.06,0.40902,0
9797.142857,2,1,2,31,-2.00,40.33157143,78.486,1.95,0.003603703704,0
2540,2,2,2,25,0.00,911.176619,43.36747619,0.05,0.3276428571,0
3991.428571,1,2,2,32,-0.33,1512.944952,901.2464286,0.60,0.02098181818,0
725.7142857,2,1,2,24,-1.00,183.6843333,168.0391429,0.91,0.16525,1
5442.857143,1,2,1,37,0.00,5396.471905,161.5137619,0.03,0.98594,1
15240,1,1,1,59,0.00,4164.33,140.7401905,0.03,0.4185595238,0
725.7142857,1,1,2,24,-2.00,21.5597619,30.06271429,1.39,0.01495,0
1814.285714,1,2,2,51,0.00,1148.745238,162.9470476,0.14,1.00766,0
6168.571429,1,1,2,51,0.00,5763.229762,179.1788571,0.03,1.147282353,0
725.7142857,1,3,1,35,0.50,712.5123333,34.08438095,0.05,1.2061,0
13062.85714,2,3,2,36,-1.67,14.13933333,0,0.00,0.006869444444,1
10160,2,1,2,34,-0.17,63.881,6.047619048,0.09,0.03113928571,0
12337.14286,1,1,2,35,-1.00,80.20352381,186.182,2.32,0.002476470588,0
6531.428571,1,1,1,46,-0.67,3125.857048,182.7227619,0.06,0.8921111111,1
10160,1,1,2,33,-0.33,4607.58419,1081.925095,0.23,0.03147857143,1
2177.142857,1,1,2,27,0.33,919.4195238,133.047619,0.14,0.24755,1
5442.857143,1,1,1,56,0.33,2259.571905,129.7698095,0.06,0.77952,1
10885.71429,2,1,2,24,0.00,1310.470667,94.2037619,0.07,0.1168,0
7620,2,1,1,34,0.00,5225.130762,230.5412857,0.04,0.9535190476,0
1814.285714,1,1,2,29,0.00,1095.01819,54.74909524,0.05,0.55756,0
5080,2,1,2,30,-1.00,13.25638095,14.29657143,1.08,0.002014285714,0
6531.428571,2,1,2,42,-0.17,1420.08981,381,0.27,0.02396666667,0
13788.57143,1,3,1,44,-0.17,1570.699714,66.11861905,0.04,0.1061894737,0
362.8571429,2,2,2,22,-0.50,103.1602857,14.39333333,0.14,0.7418,0
1814.285714,1,3,1,45,0.00,962.8111905,41.41409524,0.04,0.91964,0
1814.285714,2,2,2,22,0.00,1400.513667,52.77757143,0.04,1.00372,1
1814.285714,2,1,2,25,-0.17,450.6625238,81.87871429,0.18,0.1708,0
5080,2,2,1,37,0.00,313.5085714,60.47619048,0.19,0.07160714286,0
3991.428571,1,2,2,36,0.00,3252.820762,112.522,0.03,0.9940454545,0
9434.285714,1,2,1,63,-0.67,59.03685714,47.75804762,0.81,0.01300769231,0
1814.285714,2,2,2,26,0.00,1056.815381,32.14309524,0.03,0.99444,0
6531.428571,2,1,2,30,0.67,214.5937143,358.1037143,1.67,0.0099,0
5442.857143,2,2,2,26,0.33,2188.288619,88.519,0.04,0.3797066667,0
2902.857143,2,1,1,39,0.00,1052.60019,70.82971429,0.07,0.45555,0
7620,2,1,2,31,-2.00,0,0,1.00,0,0
11611.42857,1,1,1,44,-1.00,278.1904762,278.1904762,1.00,0.0234375,0
3628.571429,2,2,1,36,0.00,2931.123714,71.9787619,0.02,0.92688,0
3628.571429,2,1,1,35,-0.67,576.5558095,229.8820952,0.40,0.52708,0
1814.285714,1,1,2,24,0.00,546.8740952,119.174381,0.22,0.32554,0
8708.571429,1,3,1,43,1.00,76.74428571,15.11904762,0.20,0.01120833333,1
10885.71429,2,1,2,33,-0.67,218.2888095,148.7472381,0.68,0,0
7257.142857,2,1,2,30,-0.67,2363.651429,58.06319048,0.02,0.996145,1
9797.142857,2,1,1,31,0.00,3304.963333,175.4111905,0.05,0.3211703704,0
5442.857143,2,1,2,26,2.00,2629.262857,83.68090476,0.03,0.5024866667,1
9434.285714,2,2,2,29,-1.00,102.7671905,62.71380952,0.61,-0.00001923076923,0
1814.285714,2,2,2,24,0.00,701.4270476,66.30609524,0.09,0.52478,0
4717.142857,2,2,1,32,0.83,1920.929429,65.91904762,0.03,0.3966076923,1
2902.857143,2,1,2,28,0.33,553.2664286,24.96457143,0.05,0.7222,0
725.7142857,1,1,2,32,0.83,638.4894762,54.50719048,0.09,0.58885,0
14877.14286,2,2,1,50,0.00,8530.928667,311.452381,0.04,0.6016073171,0
2902.857143,1,2,1,36,2.00,2870.73219,113.0904762,0.04,0.963175,1
5805.714286,2,3,1,58,-1.00,689.404381,682.800381,0.99,0.0127125,0
18142.85714,2,1,2,40,-2.00,660.1399524,648.0991429,0.98,0.031858,0
725.7142857,2,2,1,36,0.00,671.2494286,44.10528571,0.07,0.816,0
6531.428571,2,4,1,34,-0.67,213.1180952,133.4467619,0.63,0.03828888889,0
7257.142857,2,2,1,45,0.00,4183.779143,129.6790952,0.03,0.968205,1
11248.57143,1,3,1,44,0.00,9362.119476,435.4285714,0.05,0.7701258065,0
5805.714286,1,1,2,40,-1.00,26.85142857,22.52738095,0.84,0.0089375,0
6168.571429,2,3,1,61,-1.17,1.20952381,1.20952381,1.00,0,0
18142.85714,1,1,1,45,-1.00,940.181,1143.217714,1.22,0.010614,1
5080,2,1,2,28,-0.83,-0.7438571429,185.5530476,-249.45,0,0
2902.857143,2,3,1,48,0.00,1686.959143,109.0083333,0.06,0.55635,0
15240,2,2,2,28,-0.33,1105.438238,508.5987143,0.46,0.06472857143,0
3265.714286,2,3,0,24,-1.17,427.5969048,307.6000476,0.72,0.04111111111,0
10160,2,1,2,31,-2.00,9.857619048,11.82914286,1.20,0.001164285714,0
725.7142857,1,3,1,44,1.50,531.749,63.60885714,0.12,0.55035,0
6168.571429,2,2,1,31,-0.50,1163.186952,74.38571429,0.06,0.3761647059,0
1088.571429,2,2,2,26,0.00,324.5273333,38.03347619,0.12,0.4159666667,0
725.7142857,1,3,2,26,-1.33,98.69714286,0,0.00,0.816,0
10160,2,1,1,49,-1.83,551.0469524,597.075381,1.08,0.01563571429,1
1088.571429,2,3,2,40,1.83,1698.794333,66.52380952,0.04,1.790666667,0
6168.571429,2,1,1,38,-1.33,33.60057143,0,0.00,0.03268235294,0
10522.85714,2,1,1,38,-0.17,245.3216667,140.0930952,0.57,0,0
10522.85714,2,1,2,24,-0.83,32.65714286,74.89371429,2.29,0,0
13062.85714,2,2,2,33,-0.67,159.6269048,197.1705238,1.24,0.01484444444,0
6894.285714,2,2,1,34,1.00,3404.065667,172.417619,0.05,0.4564736842,0
3265.714286,1,2,2,26,-1.33,423.8897143,0,0.00,0.7798,0
725.7142857,1,3,2,48,0.83,621.4654286,37.19285714,0.06,0.8217,0
10522.85714,2,2,1,42,0.00,4189.082905,181.4285714,0.04,0.5336310345,0
16691.42857,2,1,2,38,0.00,9492.615,327.914,0.03,0.64525,0
8345.714286,2,1,2,26,-0.50,39.09180952,44.2262381,1.13,-0.00004347826087,0
6168.571429,1,2,1,37,-2.00,11.81704762,9.857619048,0.83,0.001917647059,0
6531.428571,2,1,1,40,-0.33,189.7682381,106.1961905,0.56,0.02353333333,0
725.7142857,1,2,2,27,-0.17,689.150381,156.2825714,0.23,0.96655,0
1814.285714,1,2,1,25,0.00,1681.752143,64.61880952,0.04,0.96426,0
7257.142857,1,1,2,30,-2.00,0,122.5912857,1.00,0,0
2902.857143,2,3,1,53,-2.00,0,0,1.00,0,0
13788.57143,1,1,1,53,-0.50,558.8423333,459.9032857,0.82,0.01289736842,0
18142.85714,1,1,1,40,-1.00,439.9400952,372.9687619,0.85,0.02328,1
6168.571429,1,2,1,49,2.00,732.1247619,35.59628571,0.05,0.1587705882,1
725.7142857,2,1,2,23,0.00,582.4945714,60.47619048,0.10,0.73025,0
11611.42857,2,2,1,32,0.00,5969.108857,233.4380952,0.04,0.5026,0
1814.285714,2,1,2,23,0.00,1037.874238,36.12847619,0.03,0.96128,1
14514.28571,1,2,1,45,0.67,14447.39905,1475.619048,0.10,0.8428375,0
11611.42857,2,1,2,33,-0.17,166.6421429,139.2464286,0.84,0.00115,0
7257.142857,1,1,2,28,0.00,6759.478238,272.239619,0.04,1.101715,0
725.7142857,1,1,2,28,-0.50,198.5191429,96.82238095,0.49,0.36905,1
8345.714286,2,3,2,42,-0.83,35.86842857,39.497,1.10,0,1
4717.142857,2,1,2,29,-0.67,27.178,22.225,0.82,0.002153846154,1
11248.57143,1,1,2,28,0.00,5858.812381,382.9352381,0.07,0.879316129,1
1814.285714,2,3,2,58,0.00,984.709619,46.74204762,0.05,0.4977,0
3265.714286,1,3,2,45,-0.17,2298.204095,411.147381,0.18,0.9613222222,0
9434.285714,2,3,1,42,0.00,2610.249143,126.7520476,0.05,0.2170653846,0
9797.142857,1,1,2,36,0.33,1776.300619,109.8187143,0.06,0.2912222222,0
7620,2,1,2,30,0.00,2030.391333,410.8510476,0.20,0.2512904762,0
7982.857143,2,2,2,52,0.00,4616.462095,207.9292381,0.05,0.5801090909,0
2902.857143,1,2,2,30,1.33,2854.264524,140.6071429,0.05,0.9022875,1
1814.285714,2,3,2,61,0.67,1508.233857,85.05371429,0.06,0.7241,0
725.7142857,2,2,1,39,0.00,1373.057476,55.63809524,0.04,2.28145,0
725.7142857,2,1,2,23,-0.83,97.36061905,20.50747619,0.21,0.59835,0
3628.571429,2,1,2,25,-0.50,387.4830476,283.0527619,0.73,0.16659,0
11611.42857,1,2,2,32,0.00,2178.007667,114.9047619,0.05,0.23475625,0
7257.142857,2,2,2,31,-0.83,53.975,58.74657143,1.09,0,0
2902.857143,2,1,2,25,-1.00,29.03461905,45.51438095,1.57,0.0029,0
4354.285714,2,2,1,34,2.00,2413.876905,97.06428571,0.04,0.5344916667,1
725.7142857,1,2,2,43,0.00,590.3322857,29.02857143,0.05,0.95985,0
7257.142857,2,1,1,35,-0.83,114.5177143,57.74266667,0.50,0.05059,0
5080,2,2,1,24,-1.00,25.25485714,25.25485714,1.00,0.004971428571,0
1814.285714,1,2,1,52,0.17,756.6962381,85.86409524,0.11,0.55096,1
2177.142857,1,2,2,25,0.83,1535.169952,192.6408571,0.13,1.025233333,0
1814.285714,1,2,2,30,0.00,1236.465952,43.0832381,0.03,0.9422,0
7257.142857,2,2,2,33,0.00,7032.21981,220.7380952,0.03,0.9487,0
725.7142857,1,2,1,53,1.33,689.023381,50.69114286,0.07,0.80195,1
7257.142857,2,1,1,32,-1.33,5.442857143,10.7647619,1.98,0,0
12700,2,3,1,49,-0.67,209.55,140.921619,0.67,0.03045142857,0
1814.285714,2,3,1,40,0.33,834.8617143,45.78047619,0.05,0.41662,1
4354.285714,1,2,1,44,-0.33,104.696381,57.19838095,0.55,0.04113333333,1
5442.857143,1,2,1,35,-1.00,92.6132381,94.75409524,1.02,0.02686666667,0
6531.428571,2,2,1,48,-1.00,608.4328095,541.7215238,0.89,0.06141111111,0
4354.285714,2,2,2,27,-1.17,6.712857143,18.91695238,2.82,0,1
4717.142857,2,1,1,55,0.00,3161.628714,106.4078571,0.03,0.9708076923,0
2902.857143,2,2,1,41,-2.00,367.2598095,391.9099048,1.07,0.090925,0
14151.42857,2,2,1,49,-0.33,123.8008095,24.83757143,0.20,0.01893076923,0
1814.285714,2,1,2,27,1.17,900.176,63.5,0.07,0.43648,1
1814.285714,1,2,2,31,0.83,1018.340429,56.24285714,0.06,0.51718,0
11611.42857,2,2,1,29,-0.50,2535.234476,1414.937238,0.56,0.0099875,1
1814.285714,2,2,3,48,0.33,688.8177619,40.83352381,0.06,0.3692,1
7257.142857,2,2,1,43,2.00,6474.339048,253.3952381,0.04,0.858235,0
1088.571429,1,3,2,59,0.50,506.0224286,25.42419048,0.05,0.4495333333,1
10522.85714,2,2,1,36,-2.00,9.573380952,12.91166667,1.35,0.0026,0
1814.285714,2,3,1,57,-0.83,84.75133333,69.02147619,0.81,0.07928,0
1814.285714,2,2,1,52,-1.50,48.81638095,56.45452381,1.16,0.012,0
5080,1,3,1,45,2.00,4889.72981,153.9844762,0.03,0.9576642857,1
1814.285714,1,2,1,43,0.00,534.0591905,33.38285714,0.06,0.31882,1
2902.857143,2,2,2,23,-0.17,243.5557619,143.6188571,0.59,0.0515625,0
1814.285714,2,1,2,31,0.00,1176.721524,50.99352381,0.04,0.60582,0
10160,2,2,2,28,-2.00,152.7265714,48.49585714,0.32,0.06355357143,0
2902.857143,2,2,1,53,0.00,1397.22981,64.75790476,0.05,0.465525,0
2177.142857,2,2,1,29,0.00,1291.686762,48.82847619,0.04,1.03875,0
13062.85714,2,1,2,26,-1.17,86.44466667,75.80085714,0.88,0.003816666667,0
18868.57143,1,2,2,32,0.00,304.673,1329.671857,4.36,0.03407307692,0
7620,2,2,1,43,-1.50,0,0,1.00,0,1
13062.85714,1,1,2,26,-0.67,242.316,166.5090952,0.69,0.03308333333,0
3628.571429,1,1,2,27,0.00,2164.073952,417.7392857,0.19,0.99777,0
1814.285714,2,3,1,45,0.33,877.5820952,31.29038095,0.04,0.95278,1
10160,2,2,1,31,1.00,2934.806714,115.062,0.04,0.4557464286,0
4354.285714,1,1,2,26,0.00,1005.888381,148.1666667,0.15,0.1628666667,0
1814.285714,1,1,2,29,1.33,1740.928095,73.81119048,0.04,0.91456,1
13062.85714,2,1,1,48,-1.67,22.352,18.83833333,0.84,0.005886111111,0
5080,2,2,1,35,-1.00,149.3640952,150.6522381,1.01,0.03352857143,1
4717.142857,1,1,2,25,-1.50,0,0,1.00,0,0
8708.571429,2,1,1,33,-1.17,197.2975238,401.8400952,2.04,0.03827916667,0
2540,2,3,2,40,0.00,1567.645667,329.8915714,0.21,0.8646428571,0
2902.857143,1,2,3,45,0.00,1076.687857,53.09809524,0.05,0.3527375,0
725.7142857,2,5,3,35,0.00,616.8571429,47.45566667,0.08,0.8981,0
6531.428571,2,2,2,29,0.33,5700.001905,213.9526667,0.04,0.9570611111,1
2902.857143,1,2,2,25,0.00,2113.310238,84.06190476,0.04,0.7971375,0
10885.71429,2,2,2,39,-1.33,61.03861905,22.27942857,0.37,0.02795333333,0
2540,1,2,2,31,-1.00,637.1892381,39.49095238,0.06,0.8962428571,0
6531.428571,2,1,1,30,-1.50,0,0,1.00,0,1
5442.857143,1,2,1,33,1.33,2949.060952,116.1142857,0.04,0.5848066667,0
1088.571429,2,3,2,36,2.00,973.249381,38.51728571,0.04,0.8479,1
6531.428571,2,1,2,24,0.00,3918.947857,142.1190476,0.04,0.7265555556,0
725.7142857,1,2,2,31,3.50,700.6408571,3.320142857,0.00,1.08815,0
1088.571429,1,2,2,29,1.00,891.2557619,64.1047619,0.07,0.6833666667,0
18142.85714,1,1,2,38,-2.00,21.10619048,194.4672381,9.21,0,1
10522.85714,2,1,2,29,0.00,1339.777429,84.66666667,0.06,0.2138931034,0
18142.85714,2,2,1,47,0.00,3692.150048,211.6666667,0.06,0.365032,0
5442.857143,1,2,2,37,-0.17,2311.037143,90.59333333,0.04,0.46008,0
7257.142857,1,1,1,37,-0.50,7.831666667,5.303761905,0.68,0.00223,1
1814.285714,2,2,2,23,0.33,502.841381,30.20180952,0.06,0.41642,0
6531.428571,2,1,1,47,-1.17,19.812,20.02971429,1.01,-0.00006666666667,1
5442.857143,2,1,1,40,-0.50,227.0155238,347.4478095,1.53,-0.0001,0
7620,2,2,2,34,-0.83,12.71814286,26.30714286,2.07,0,1
1088.571429,2,5,2,23,0.00,374.6741905,287.5159048,0.77,0.0942,0
13062.85714,1,3,1,51,-1.00,51.85833333,33.63685714,0.65,0.008386111111,0
2177.142857,2,2,1,38,1.17,852.9380476,39.91428571,0.05,0.3702,0
8345.714286,2,2,2,25,-0.33,1175.167286,367.157,0.31,0.008891304348,0
9434.285714,1,3,1,39,-0.17,50.12266667,65.32033333,1.30,0.01353076923,0
7620,2,2,2,34,-1.00,205.0142857,249.0046667,1.21,0.0407,0
7257.142857,2,1,2,42,-1.17,97.52995238,106.0812857,1.09,0.021795,0
725.7142857,1,2,1,37,-0.33,414.6610476,33.63685714,0.08,0.8218,0
1088.571429,1,3,2,53,0.33,1046.153429,46.33080952,0.04,0.9344333333,0
6531.428571,2,1,2,32,2.00,2899.56119,120.347619,0.04,0.4089888889,1
1814.285714,1,2,1,28,0.33,1195.626381,78.61904762,0.07,0.8487,1
7257.142857,1,3,1,43,0.00,5646.807048,186.6174286,0.03,0.73103,0
5080,2,1,2,27,0.00,889.6108095,169.3333333,0.19,0.1174071429,0
9071.428571,2,1,2,42,-0.83,339.7673333,304.1045238,0.90,0.018692,0
7257.142857,1,1,1,43,-0.17,4160.634905,1354.842048,0.33,1.011125,0
2902.857143,2,1,2,30,0.00,1719.368333,88.9,0.05,0.5624875,0
2177.142857,2,3,1,48,0.00,1670.612429,101.4850952,0.06,1.0442,0
13062.85714,2,1,2,29,-0.33,18.32428571,12.7,0.69,0.002166666667,0
1814.285714,1,1,2,23,-1.50,40.44647619,21.92261905,0.54,0.06126,1
8708.571429,2,3,2,36,-1.17,49.77190476,75.89761905,1.52,-0.0001166666667,0
11974.28571,2,2,2,30,-1.00,295.1056667,216.2689048,0.73,0.04001212121,1
1814.285714,2,2,2,25,1.83,561.515381,36.28571429,0.06,0.275,1
3991.428571,1,3,2,33,0.17,86.05761905,6.047619048,0.07,0.0648,1
1088.571429,1,3,2,29,-1.33,42.545,42.545,1.00,0,1
725.7142857,1,2,1,36,0.83,243.3985238,19.95714286,0.08,0.2783,1
725.7142857,1,1,2,43,0.00,455.0168095,185.0813333,0.41,0.66805,1
5805.714286,1,1,2,31,0.00,3919.177667,290.2857143,0.07,0.85505625,0
2902.857143,1,2,2,24,0.00,2243.461048,85.54357143,0.04,0.9880875,0
6531.428571,2,1,1,47,-1.00,367.8524762,355.9507619,0.97,0.04477222222,0
2902.857143,1,2,2,27,-0.50,19.23142857,15.96571429,0.83,0.004875,0
5442.857143,1,1,2,30,-1.00,73.61161905,44.74633333,0.61,0.0319,0
4717.142857,1,1,2,29,0.00,3128.651048,115.3341429,0.04,0.6300538462,1
8708.571429,1,3,2,32,-1.00,245.1644286,220.8106667,0.90,0.01965416667,0
14514.28571,2,1,2,28,-0.33,474.3994286,151.7952381,0.32,0.00354,0
18142.85714,1,2,2,32,-0.83,208.5884286,401.0599524,1.92,0.020678,0
725.7142857,1,1,2,22,0.33,649.6957143,48.10880952,0.07,0.92615,1
8708.571429,1,1,2,35,-1.00,52.40261905,61.341,1.17,0.001858333333,0
3991.428571,2,2,1,26,2.00,3377.431952,162.0761905,0.05,0.7801272727,1
2902.857143,2,2,2,26,0.00,2085.182762,87.05547619,0.04,0.7046625,0
1814.285714,1,3,1,58,-2.00,144.4413333,137.6559048,0.95,0.0805,0
11974.28571,1,1,1,37,-1.33,52.14257143,1.070428571,0.02,0.0255969697,0
7257.142857,1,3,1,40,0.00,4847.420667,180.0255238,0.04,0.937155,0
8345.714286,2,5,1,32,-1.33,62.8952381,715.772,11.38,0.04782608696,0
5080,2,2,2,26,0.17,3455.730476,1478.527952,0.43,0.2020142857,1
13062.85714,1,2,1,34,-1.50,-1.312333333,0,0.00,-0.0001722222222,0
2540,1,3,1,46,2.00,1174.096857,54.93052381,0.05,0.4179714286,1
13062.85714,2,2,1,40,-0.67,71.24095238,101.6302381,1.43,-0.0006722222222,0
9434.285714,2,1,2,27,-1.50,0,0,1.00,0,0
2902.857143,2,3,3,29,-0.17,2173.50219,66.82619048,0.03,0.9515125,0
6531.428571,2,2,2,48,-1.00,425.3774286,491.2601905,1.15,0.05555555556,0
6894.285714,2,1,2,30,-0.83,552.9700952,628.8858571,1.14,0.03444210526,0
6894.285714,1,1,1,50,2.00,2647.689952,102.8095238,0.04,0.3658842105,1
9434.285714,1,1,1,39,0.00,9423.762857,351.4271429,0.04,0.9976692308,0
7257.142857,1,2,2,27,0.33,6989.402667,240.4170476,0.03,1.168185,1
12337.14286,2,1,2,47,0.00,11136.77514,608.7714762,0.05,0.9590147059,1
7257.142857,2,2,1,47,-0.33,445.3285238,105.3253333,0.24,0.00264,0
5442.857143,2,1,1,36,-1.00,492.427381,520.651619,1.06,0.08964666667,0
3628.571429,1,2,1,40,-0.50,1571.625,288.7677619,0.18,0.99958,0
3628.571429,2,2,1,45,0.33,3165.922524,178.0842381,0.06,0.8759,1
7257.142857,2,5,2,34,-1.00,195.0538571,121.7688095,0.62,0.069715,0
8345.714286,1,1,2,39,-0.67,598.6417143,27.21428571,0.05,0.1669347826,0
7257.142857,1,1,1,40,-2.00,207.0704762,409.5205714,1.98,-0.000035,0
5080,1,1,2,28,2.00,4176.413143,159.052381,0.04,0.8127142857,0
1088.571429,1,2,2,24,0.00,938.451381,41.43828571,0.04,0.8977,0
3628.571429,2,2,2,30,-0.33,34.84033333,32.52409524,0.93,0,0
1814.285714,1,2,1,41,-0.83,16.51,18.86857143,1.14,0.0078,1
11974.28571,2,1,1,41,-1.67,24.92828571,0,0.00,0.01249090909,0
18142.85714,2,1,1,36,0.33,6516.128095,267.5708571,0.04,0.394462,1
18142.85714,2,2,2,31,-0.83,562.0052381,290.2917619,0.52,0.009086,0
1814.285714,2,2,2,28,0.00,1684.788048,74.38571429,0.04,0.9521,0
1814.285714,2,1,2,25,-0.17,450.5355238,135.684381,0.30,0.33524,0
1814.285714,2,2,1,42,0.00,1743.631381,71.28328571,0.04,0.95942,0
725.7142857,1,2,1,51,0.33,683.5805238,33.57033333,0.05,0.84245,0
2540,2,3,2,24,0.83,1781.737429,43.99038095,0.02,0.9906571429,0
2177.142857,2,1,2,34,0.00,1352.308095,52.8622381,0.04,0.9241166667,1
8345.714286,1,1,2,36,0.00,7134.364095,895.7733333,0.13,0.9505956522,0
2177.142857,1,3,1,58,1.00,856.917381,27.49247619,0.03,0.3776333333,0
11974.28571,1,2,1,43,-0.67,919.3771905,723.0472857,0.79,0.04,0
18142.85714,2,1,1,35,-1.00,182.2752381,205.6009048,1.13,0.004306,0
1088.571429,2,3,1,45,-2.00,60.50038095,60.50038095,1.00,0,0
5805.714286,2,1,1,53,0.00,2043.738429,95.80033333,0.05,0.32879375,0
3991.428571,1,2,2,40,0.00,2775.839,94.42752381,0.03,0.9926454545,0
1814.285714,2,1,2,35,0.33,1096.892952,60.47619048,0.06,0.61432,0
1814.285714,2,2,1,43,-1.00,14.91947619,12.72419048,0.85,0.0112,0
725.7142857,1,1,2,25,-1.50,0,0,1.00,0,1
1814.285714,1,2,2,23,0.50,1253.302524,327.5632381,0.26,0.9873,0
7620,1,1,2,28,-1.33,50.01380952,50.01380952,1.00,0,0
18142.85714,2,2,1,30,-2.00,96.774,114.2879048,1.18,0.000688,0
11611.42857,1,3,1,50,0.67,821.9621429,50.1952381,0.06,0.093571875,0
12700,2,1,2,32,-0.50,222.6007619,135.938381,0.61,0.03094285714,0
1814.285714,1,3,2,27,0.00,1345.474286,58.68004762,0.04,0.91114,0
1814.285714,2,2,1,34,0.00,475.0525714,140.6131905,0.30,0.2149,0
725.7142857,2,2,1,33,0.33,684.1308571,38.40238095,0.06,0.90375,1
2902.857143,2,2,1,47,0.33,2849.414333,133.047619,0.05,0.971425,1
6168.571429,1,1,2,35,-0.33,3313.000619,151.2872381,0.05,0.9957764706,0
1814.285714,2,2,1,24,0.00,1154.284857,140.032619,0.12,0.97856,1
14514.28571,1,3,2,49,-0.83,362.760381,193.0097619,0.53,0.0914,0
3265.714286,2,2,2,48,1.00,2391.071333,231.442381,0.10,0.9741444444,1
1814.285714,1,2,2,22,1.00,1339.753238,58.77680952,0.04,1.00524,0
2177.142857,2,1,2,24,0.33,2074.853429,86.48095238,0.04,0.96155,0
1814.285714,2,2,2,50,-1.33,125.7904762,0,0.00,0.416,0
9071.428571,2,1,1,45,0.00,3748.628762,104.4665714,0.03,0.856,0
11611.42857,2,3,2,53,-0.67,490.8973333,396.5907619,0.81,0.010871875,1
9434.285714,2,1,2,27,0.00,735.1364762,193.5661429,0.26,0.05837692308,0
725.7142857,1,2,2,24,0.00,680.5990476,31.55042857,0.05,0.9551,0
1814.285714,1,1,2,25,0.00,684.9835714,35.00361905,0.05,0.3719,0
1814.285714,1,2,1,35,0.83,1217.349429,133.047619,0.11,0.58546,0
1814.285714,1,1,2,35,0.83,1351.697286,69.54761905,0.05,0.78874,0
5442.857143,2,1,2,27,-1.00,204.0466667,159.8385714,0.78,0.04873333333,0
